ids,Heating,Cooling,Basement,Flooring1,Flooring2,Architecture,ConstructMat1,ConstructMat2,RoofMat,LotSize,HomeType,TotalLivArea,Bathrooms,Bedrooms,FullBaths,HalfBaths,Stories,ExteriorFeat,ExteriorMat1,ExteriorMat2,Address,StreetName,Region,Zipcode,YearBuilt,PriceSqft,SalePrice,ListingURL,DateSold
2178,Heat pump,Central,Finished basement,Carpet,Hardwood,Other,No Data,No Data,Shake/Shingle,20037.6,Single Family,4434,4,5,3,1,3,Patio,Brick,Vinyl,"4004 Caribon St, Bowie, MD 20721",Caribon St,Bowie,MD 20721,1991,96,425000,https://www.zillow.com/homedetails/4004-Caribon-St-Bowie-MD-20721/37474989_zpid/,19-Aug
2179,Forced air,Central,Partially finished,Carpet,Wood Floors,Contemporary,Vinyl Siding,Brick Veneer,Shake/Shingle,1598,Townhouse,2452,3,4,3,0,2,None,Brick,Vinyl,"4106 Lavender Ln, Bowie, MD 20720",Lavender Ln,Bowie,MD 20720,2002,107,261250,https://www.zillow.com/homedetails/4106-Lavender-Ln-Bowie-MD-20720/37491300_zpid/,19-Aug
2180,Forced air,Central,Partially finished,Carpet,Wood Floors,Colonial,Brick,Combination,Shake/Shingle,22215.6,Single Family,4292,4,5,3,1,3,Water,Brick,Brick,"4900 Lisborough Ter, Bowie, MD 20720",Lisborough Ter,Bowie,MD 20720,1983,100,431000,https://www.zillow.com/homedetails/4900-Lisborough-Ter-Bowie-MD-20720/37477694_zpid/,19-Aug
2181,Forced air,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Brick Front,No Data,5549,Townhouse,2671,4,3,2,2,3,Patio,Brick,Vinyl,"12740 Gladys Retreat Cir # 65, Bowie, MD 20720",Gladys Retreat Cir,Bowie,MD 20720,2006,134,357000,https://www.zillow.com/homedetails/12740-Gladys-Retreat-Cir-65-Bowie-MD-20720/71558583_zpid/,19-Aug
2182,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Combination,Combination,Shake/Shingle,12196.8,Single Family,2360,4,6,3,1,3,Water,Other,Other,"13105 Livingstone Endeavor Dr, Bowie, MD 20720",Livingstone Endeavor Dr,Bowie,MD 20720,2004,184,435000,https://www.zillow.com/homedetails/13105-Livingstone-Endeavor-Dr-Bowie-MD-20720/58239102_zpid/,19-Aug
2183,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,1742,Townhouse,1652,4,4,3,1,2,Patio,Brick,Brick,"4210 Day Lily Dr, Bowie, MD 20720",Day Lily Dr,Bowie,MD 20720,2003,201,332500,https://www.zillow.com/homedetails/4210-Day-Lily-Dr-Bowie-MD-20720/37491484_zpid/,19-Aug
2184,Forced air,Central,None,No Data,No Data,No Data,Vinyl Siding,Vinyl Siding,No Data,3815,Townhouse,1380,2,2,2,0,0,None,No Data,No Data,"4822 River Valley Way # 150, Bowie, MD 20720",River Valley Way,Bowie,MD 20720,1988,152,210000,https://www.zillow.com/homedetails/4822-River-Valley-Way-150-Bowie-MD-20720/37472981_zpid/,19-Aug
2185,Forced air,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,1799,Townhouse,1668,2,3,2,0,2,Patio,Other,Other,"4212 Lavender Ln, Bowie, MD 20720",Lavender Ln,Bowie,MD 20720,2003,173,288750,https://www.zillow.com/homedetails/4212-Lavender-Ln-Bowie-MD-20720/37491396_zpid/,19-Aug
2186,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Brick,Shake/Shingle,34412.4,Single Family,5478,5,6,5,0,0,Patio,Brick,Brick,"12803 Odens Bequest Dr, Bowie, MD 20720",Odens Bequest Dr,Bowie,MD 20720,2006,111,610000,https://www.zillow.com/homedetails/12803-Odens-Bequest-Dr-Bowie-MD-20720/62876939_zpid/,19-Aug
2187,Heat pump,Central,Partially finished,Carpet,Wood Floors,Colonial,Other,Vinyl Siding,Shake/Shingle,7836,Single Family,3494,4,5,3,1,2,Water,Brick,Other,"4203 Seatons Promise Dr, Bowie, MD 20720",Seatons Promise Dr,Bowie,MD 20720,2005,146,509000,https://www.zillow.com/homedetails/4203-Seatons-Promise-Dr-Bowie-MD-20720/64638196_zpid/,19-Aug
2188,No Data,Central,None,No Data,No Data,Colonial,No Data,No Data,No Data,5155,Townhouse,2100,3,3,3,0,3,None,Brick,Brick,"12728 Trade Row UNIT 47, Bowie, MD 20720",Trade Row,Bowie,MD 20720,2005,155,325000,https://www.zillow.com/homedetails/12728-Trade-Row-UNIT-47-Bowie-MD-20720/67216760_zpid/,19-Aug
2189,Forced air,Central,Partially finished,Wood Floors,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,8276,Single Family,3100,4,4,3,1,3,Water,Vinyl,Vinyl,"4614 Cimmaron Greenfields Dr, Bowie, MD 20720",Cimmaron Greenfields Dr,Bowie,MD 20720,2013,153,474000,https://www.zillow.com/homedetails/4614-Cimmaron-Greenfields-Dr-Bowie-MD-20720/67219711_zpid/,19-Aug
2190,Other,Central,Partially finished,Carpet,Hardwood,Other,No Data,No Data,Other,20908.8,Single Family,2324,4,4,3,1,2,None,Other,Other,"10403 Vista Grande Dr, Bowie, MD 20721",Vista Grande Dr,Bowie,MD 20721,1992,176,410000,https://www.zillow.com/homedetails/10403-Vista-Grande-Dr-Bowie-MD-20721/37487315_zpid/,19-Jul
2191,Heat pump,Central,None,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,No Data,3480,Townhouse,1294,2,2,2,0,0,None,No Data,No Data,"11227 Raging Brook Dr UNIT 242C, Bowie, MD 20720",Raging Brook Dr ,Bowie,MD 20720,1991,166,215000,https://www.zillow.com/homedetails/11227-Raging-Brook-Dr-UNIT-242C-Bowie-MD-20720/37473136_zpid/,19-Jul
2192,Forced air,Central,Partially finished,Other,Other,Colonial,Other,Other,Other,40075.2,Single Family,4831,5,5,4,1,3,Patio,Other,Other,"12912 Vicar Woods Ln, Bowie, MD 20720",Vicar Woods Ln,Bowie,MD 20720,2008,135,650000,https://www.zillow.com/homedetails/12912-Vicar-Woods-Ln-Bowie-MD-20720/67219589_zpid/,19-Jul
2193,Forced air,Central,Finished basement,No Data,No Data,Colonial,Frame,Frame,Other,2439,Townhouse,1818,4,3,2,2,3,Water,Vinyl,Vinyl,"4601 Running Deer Way # 345, Bowie, MD 20720",Running Deer Way,Bowie,MD 20720,1992,138,250000,https://www.zillow.com/homedetails/4601-Running-Deer-Way-345-Bowie-MD-20720/37472885_zpid/,19-Jul
2194,Forced air,Central,Finished basement,Carpet,Hardwood,Colonial,Brick Front,Combination,Shake/Shingle,13503.6,Single Family,3238,3,4,3,1,2,Yard,Wood,Wood,"12303 Houndwood Way, Bowie, MD 20720",Houndwood Way,Bowie,MD 20720,2003,154,500000,https://www.zillow.com/homedetails/12303-Houndwood-Way-Bowie-MD-20720/37419994_zpid/,19-Jul
2195,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Other,13068,Single Family,4000,3,4,2,1,3,None,Brick,Stone,"4607 Dickens Pride Ct, Bowie, MD 20720",Dickens Pride Ct,Bowie,MD 20720,2011,152,608330,https://www.zillow.com/homedetails/4607-Dickens-Pride-Ct-Bowie-MD-20720/67219663_zpid/,19-Jul
2196,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Brick,Combination,Shake/Shingle,12196.8,Single Family,3082,3,4,2,1,2,None,Other,Other,"4303 Saddle River Dr, Bowie, MD 20720",Saddle River Dr,Bowie,MD 20720,1989,151,465000,https://www.zillow.com/homedetails/4303-Saddle-River-Dr-Bowie-MD-20720/37480982_zpid/,19-Jul
2197,Heat pump,Central,None,No Data,No Data,Colonial,No Data,No Data,No Data,5562,Condo,1290,2,2,2,0,0,None,Vinyl,Vinyl,"11248 Raging Brook Dr UNIT 211, Bowie, MD 20720",Raging Brook Dr ,Bowie,MD 20720,1990,124,160000,https://www.zillow.com/homedetails/11248-Raging-Brook-Dr-UNIT-211-Bowie-MD-20720/37473070_zpid/,19-Jul
2198,Heat pump,Central,Partially finished,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,1799,Townhouse,1788,4,3,2,2,3,Water,Vinyl,Vinyl,"10709 Begonia Ln, Bowie, MD 20720",Begonia Ln,Bowie,MD 20720,2002,185,330000,https://www.zillow.com/homedetails/10709-Begonia-Ln-Bowie-MD-20720/37491244_zpid/,19-Jul
2199,Forced air,Central,None,No Data,No Data,Colonial,No Data,No Data,No Data,6357,Condo,1407,2,3,2,0,0,None,Vinyl,Vinyl,"11202 Blue Fox Pl # 394A, Bowie, MD 20720",Blue Fox Pl,Bowie,MD 20720,1995,156,220000,https://www.zillow.com/homedetails/11202-Blue-Fox-Pl-394A-Bowie-MD-20720/37489967_zpid/,19-Jun
2200,Forced air,Central,None,No Data,No Data,Colonial,Brick,Brick Front,No Data,4356,Townhouse,2400,4,4,3,1,3,None,Vinyl,Vinyl,"12619 Gladys Retreat Cir # 91, Bowie, MD 20720",Gladys Retreat Cir,Bowie,MD 20720,2006,144,345000,https://www.zillow.com/homedetails/12619-Gladys-Retreat-Cir-91-Bowie-MD-20720/71805722_zpid/,19-Jun
2201,Forced air,Central,None,Wood Floors,Wood Floors,Side-by-Side,Brick,Brick,No Data,2234,Townhouse,2433,3,3,2,1,2,Water,Brick,Brick,"5213 Barons Delight Dr UNIT 11B, Bowie, MD 20720",Barons Delight Dr,Bowie,MD 20720,2013,138,335000,https://www.zillow.com/homedetails/5213-Barons-Delight-Dr-UNIT-11B-Bowie-MD-20720/122473895_zpid/,19-Jun
2202,Forced air,Central,Unfinished basement,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Shake/Shingle,10890,Single Family,3823,3,4,2,1,2,Patio,Brick,Wood,"12802 Pittmans Promise Dr, Bowie, MD 20720",Pittmans Promise Dr,Bowie,MD 20720,2006,142,542000,https://www.zillow.com/homedetails/12802-Pittmans-Promise-Dr-Bowie-MD-20720/64919910_zpid/,19-Jun
2203,Forced air,Central,Finished basement,No Data,No Data,Split level,Combination,Combination,Shake/Shingle,10890,Single Family,1206,3,3,3,0,2,Patio,Wood,Wood,"11601 Whittier Rd, Bowie, MD 20721",Whittier Rd,Bowie,MD 20721,1979,255,307000,https://www.zillow.com/homedetails/11601-Whittier-Rd-Bowie-MD-20721/37475076_zpid/,19-Jun
2204,Other,Central,Partially finished,Carpet,Linoleum / Vinyl,Colonial,Brick,Vinyl Siding,Shake/Shingle,8483,Single Family,3220,3,4,2,1,2,Patio,Brick,Vinyl,"4609 Cimmaron Greenfields Dr, Bowie, MD 20720",Cimmaron Greenfields Dr,Bowie,MD 20720,2013,151,485000,https://www.zillow.com/homedetails/4609-Cimmaron-Greenfields-Dr-Bowie-MD-20720/67219741_zpid/,19-Jun
2205,Forced air,Central,Partially finished,No Data,No Data,No Data,Other,Other,Shake/Shingle,1799,Townhouse,2700,3,3,3,0,0,Patio,Other,Other,"10703 Heather Glen Way, Bowie, MD 20720",Heather Glen Way,Bowie,MD 20720,2003,122,330000,https://www.zillow.com/homedetails/10703-Heather-Glen-Way-Bowie-MD-20720/54467882_zpid/,19-Jun
2206,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,45302.4,Single Family,4820,6,6,5,1,0,None,Other,Other,"12905 Isaac Ducket Rd, Bowie, MD 20721",Isaac Ducket Rd,Bowie,MD 20721,2015,150,725000,https://www.zillow.com/homedetails/12905-Isaac-Ducket-Rd-Bowie-MD-20721/71805938_zpid/,19-Jun
2207,Forced air,Central,Finished basement,Carpet,Concrete,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,2200,Townhouse,1722,3,3,2,2,3,Patio,Vinyl,Vinyl,"4308 Begonia Dr, Bowie, MD 20720",Begonia Dr,Bowie,MD 20720,2001,186,320000,https://www.zillow.com/homedetails/4308-Begonia-Dr-Bowie-MD-20720/37491229_zpid/,19-Jun
2208,Forced air,Central,Partially finished,No Data,No Data,Colonial,Other,Other,Shake/Shingle,13068,Single Family,3036,4,4,3,1,2,Patio,Other,Other,"11121 Superior Lndg, Bowie, MD 20720",Superior Lndg,Bowie,MD 20720,2000,158,480000,https://www.zillow.com/homedetails/11121-Superior-Lndg-Bowie-MD-20720/37491842_zpid/,19-Jun
2209,Forced air,Central,Partially finished,No Data,No Data,Colonial,Other,Other,Shake/Shingle,18730.8,Single Family,4888,4,5,3,1,2,Patio,Brick,Brick,"13102 Jordans Endeavor Dr, Bowie, MD 20720",Jordans Endeavor Dr,Bowie,MD 20720,2003,118,575000,https://www.zillow.com/homedetails/13102-Jordans-Endeavor-Dr-Bowie-MD-20720/58239099_zpid/,19-May
2210,Forced air,Central,Partially finished,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,2056,Townhouse,1392,3,3,2,1,2,Patio,Other,Other,"10416 Vista Gardens Dr, Bowie, MD 20720",Vista Gardens Dr,Bowie,MD 20720,1999,190,265000,https://www.zillow.com/homedetails/10416-Vista-Gardens-Dr-Bowie-MD-20720/37490829_zpid/,19-May
2211,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,1799,Single Family,1712,2,3,2,0,2,None,Other,Other,"10622 Heather Glen Way, Bowie, MD 20720",Heather Glen Way,Bowie,MD 20720,2004,199,340000,https://www.zillow.com/homedetails/10622-Heather-Glen-Way-Bowie-MD-20720/54467848_zpid/,19-May
2212,Forced air,Central,Partially finished,Carpet,Linoleum / Vinyl,Colonial,No Data,No Data,Shake/Shingle,1742,Single Family,2350,3,4,3,0,3,None,Vinyl,Vinyl,"4225 Begonia Dr, Bowie, MD 20720",Begonia Dr,Bowie,MD 20720,2002,109,255000,https://www.zillow.com/homedetails/4225-Begonia-Dr-Bowie-MD-20720/37491273_zpid/,19-May
2213,Forced air,Central,Partially finished,Carpet,Hardwood,Colonial,Other,Other,Other,21780,Single Family,2560,3,5,3,0,3,None,Other,Other,"11812 Point Way, Bowie, MD 20720",Point Way,Bowie,MD 20720,1990,98,252000,https://www.zillow.com/homedetails/11812-Point-Way-Bowie-MD-20720/37477734_zpid/,19-May
2214,Other,Central,None,Hardwood,Hardwood,Colonial,Brick Front,Brick Front,No Data,2299,Townhouse,2570,3,3,3,0,2,None,Brick,Brick,"12806 Fairwood Pkwy # 62B, Bowie, MD 20720",Fairwood Pkwy,Bowie,MD 20720,2007,121,310000,https://www.zillow.com/homedetails/12806-Fairwood-Pkwy-62B-Bowie-MD-20720/82165114_zpid/,19-May
2215,Forced air,Central,Partially finished,No Data,No Data,No Data,Other,Other,Shake/Shingle,13068,Single Family,2680,4,5,3,1,2,Patio,Other,Other,"3501 Golden Hill Dr, Bowie, MD 20721",Golden Hill Dr,Bowie,MD 20721,1992,168,450000,https://www.zillow.com/homedetails/3501-Golden-Hill-Dr-Bowie-MD-20721/37473554_zpid/,19-May
2216,Forced air,Solar,Finished basement,Other,Other,Colonial,Other,Other,Other,7801,Single Family,4615,4,5,3,1,1,Patio,Brick,Wood,"4219 Hatties Progress Dr, Bowie, MD 20720",Hatties Progress Dr,Bowie,MD 20720,2014,114,525000,https://www.zillow.com/homedetails/4219-Hatties-Progress-Dr-Bowie-MD-20720/67219848_zpid/,19-May
2217,Forced air,Central,Partially finished,Other,Other,Colonial,No Data,No Data,Other,9609,Single Family,3551,5,4,4,1,3,None,Brick,Stone,"11105 Elon Ct, Bowie, MD 20720",Elon Ct,Bowie,MD 20720,1977,135,479900,https://www.zillow.com/homedetails/11105-Elon-Ct-Bowie-MD-20720/37477017_zpid/,19-May
2218,Heat pump,Central,None,No Data,No Data,No Data,Other,Other,Shake/Shingle,10018,Single Family,1560,2,3,2,0,2,Patio,Other,Other,"3404 Grayvine Ln, Bowie, MD 20721",Grayvine Ln,Bowie,MD 20721,1982,173,270000,https://www.zillow.com/homedetails/3404-Grayvine-Ln-Bowie-MD-20721/37485976_zpid/,19-May
2219,Forced air,Central,None,Tile,Tile,No Data,Brick,Brick,Other,20473.2,Single Family,3366,4,4,3,1,2,Patio,Brick,Brick,"11801 Chantilly Ln, Bowie, MD 20721",Chantilly Ln,Bowie,MD 20721,1963,123,415000,https://www.zillow.com/homedetails/11801-Chantilly-Ln-Bowie-MD-20721/37485723_zpid/,19-May
2220,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Other,Other,Shake/Shingle,2112,Townhouse,1516,4,4,3,1,3,Patio,Vinyl,Vinyl,"4426 Stockbridge Ct, Bowie, MD 20720",Stockbridge Ct,Bowie,MD 20720,1982,198,299900,https://www.zillow.com/homedetails/4426-Stockbridge-Ct-Bowie-MD-20720/37480920_zpid/,19-May
2221,Forced air,Central,None,No Data,No Data,Colonial,Brick,Brick,No Data,3306,Townhouse,2400,4,3,3,1,0,None,No Data,No Data,"12723 Gladys Retreat Cir UNIT 104, Bowie, MD 20720",Gladys Retreat Cir,Bowie,MD 20720,2006,142,340900,https://www.zillow.com/homedetails/12723-Gladys-Retreat-Cir-UNIT-104-Bowie-MD-20720/71558579_zpid/,19-May
2222,Forced air,Central,Partially finished,No Data,No Data,No Data,Other,Other,Shake/Shingle,2204,Townhouse,1516,4,4,3,1,2,Patio,Other,Other,"4406 Stockbridge Ct, Bowie, MD 20720",Stockbridge Ct,Bowie,MD 20720,1982,169,255500,https://www.zillow.com/homedetails/4406-Stockbridge-Ct-Bowie-MD-20720/37480929_zpid/,19-May
2223,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,1742,Townhouse,1678,4,4,3,1,3,Patio,Vinyl,Vinyl,"4433 Cape Cod Cir, Bowie, MD 20720",Cape Cod Cir,Bowie,MD 20720,1986,144,242000,https://www.zillow.com/homedetails/4433-Cape-Cod-Cir-Bowie-MD-20720/37480855_zpid/,19-May
2224,Forced air,Central,Partially finished,No Data,No Data,Colonial,Other,Other,Shake/Shingle,11325.6,Single Family,3228,4,4,3,1,2,Patio,Other,Other,"3510 Vista Verde Dr, Bowie, MD 20721",Vista Verde Dr,Bowie,MD 20721,1993,119,385000,https://www.zillow.com/homedetails/3510-Vista-Verde-Dr-Bowie-MD-20721/37473609_zpid/,19-May
2225,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Combination,Shake/Shingle,10454,Single Family,2376,4,5,3,1,2,Patio,Brick,Brick,"10206 Forestgrove Ln, Bowie, MD 20721",Forestgrove Ln,Bowie,MD 20721,1979,137,325000,https://www.zillow.com/homedetails/10206-Forestgrove-Ln-Bowie-MD-20721/37486077_zpid/,19-May
2226,Other,Central,Finished basement,Carpet,Hardwood,Contemporary,Other,Other,Shake/Shingle,2909,Townhouse,1968,4,3,2,2,2,Patio,Brick,Wood,"3230 Spriggs Request Way, Bowie, MD 20721",Spriggs Request Way,Bowie,MD 20721,1995,216,425000,https://www.zillow.com/homedetails/3230-Spriggs-Request-Way-Bowie-MD-20721/37409721_zpid/,19-May
2227,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,10890,Single Family,1992,3,5,2,1,3,Patio,Other,Other,"11723 Whittier Rd, Bowie, MD 20721",Whittier Rd,Bowie,MD 20721,1979,188,375000,https://www.zillow.com/homedetails/11723-Whittier-Rd-Bowie-MD-20721/37475112_zpid/,19-May
2228,Heat pump,Central,Partially finished,Carpet,Carpet,Colonial,Masonite,Masonite,Composition,20037.6,Single Family,2420,4,4,4,0,2,Patio,Brick,Brick,"4905 Grid St, Bowie, MD 20720",Grid St,Bowie,MD 20720,1986,163,394500,https://www.zillow.com/homedetails/4905-Grid-St-Bowie-MD-20720/37477736_zpid/,19-Apr
2229,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick Front,Vinyl Siding,Shake/Shingle,10890,Single Family,4306,3,4,2,1,2,Patio,Vinyl,Vinyl,"4407 Burkes Promise Dr, Bowie, MD 20720",Burkes Promise Dr,Bowie,MD 20720,2005,110,475000,https://www.zillow.com/homedetails/4407-Burkes-Promise-Dr-Bowie-MD-20720/64756901_zpid/,19-Apr
2230,Heat pump,Central,Finished basement,No Data,No Data,Other,Other,Other,Composition,14810.4,Single Family,3006,4,4,3,1,2,Patio,Wood,Wood,"10843 Vista Gardens Dr, Bowie, MD 20720",Vista Gardens Dr,Bowie,MD 20720,2001,135,405000,https://www.zillow.com/homedetails/10843-Vista-Gardens-Dr-Bowie-MD-20720/37491247_zpid/,19-Apr
2231,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Brick,Shake/Shingle,10890,Single Family,3762,4,4,3,1,2,Patio,Other,Other,"11006 Atwell Ave, Bowie, MD 20720",Atwell Ave,Bowie,MD 20720,2000,122,460000,https://www.zillow.com/homedetails/11006-Atwell-Ave-Bowie-MD-20720/37491844_zpid/,19-Apr
2232,Other,No Data,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,19602,Single Family,3948,3,5,3,0,2,None,Other,Other,"4803 Willes Vision Dr, Bowie, MD 20720",Willes Vision Dr,Bowie,MD 20720,2004,152,600000,https://www.zillow.com/homedetails/4803-Willes-Vision-Dr-Bowie-MD-20720/62876836_zpid/,19-Apr
2233,Forced air,Central,None,Carpet,Hardwood,Colonial,Brick Front,Vinyl Siding,No Data,4556,Townhouse,2040,3,4,3,0,0,Patio,Brick,Brick,"12907 Gladys Retreat Cir UNIT 33, Bowie, MD 20720",Gladys Retreat Cir,Bowie,MD 20720,2004,159,325000,https://www.zillow.com/homedetails/12907-Gladys-Retreat-Cir-UNIT-33-Bowie-MD-20720/64726078_zpid/,19-Apr
2234,Forced air,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,1598,Townhouse,2334,4,3,2,2,0,None,Other,Other,"10403 Vista Gardens Dr, Bowie, MD 20720",Vista Gardens Dr,Bowie,MD 20720,1999,135,315000,https://www.zillow.com/homedetails/10403-Vista-Gardens-Dr-Bowie-MD-20720/37490859_zpid/,19-Apr
2235,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Vinyl Siding,Shake/Shingle,10654,Single Family,2984,4,5,3,1,2,Patio,Other,Other,"11105 Superior Lndg, Bowie, MD 20720",Superior Lndg,Bowie,MD 20720,2000,154,460000,https://www.zillow.com/homedetails/11105-Superior-Lndg-Bowie-MD-20720/37491881_zpid/,19-Apr
2236,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Other,Other,13503.6,Single Family,2916,4,4,3,1,3,Patio,Brick,Stone,"3608 Golden Hill Dr, Bowie, MD 20721",Golden Hill Dr,Bowie,MD 20721,1991,140,407000,https://www.zillow.com/homedetails/3608-Golden-Hill-Dr-Bowie-MD-20721/37473527_zpid/,19-Apr
2237,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,97138.8,Single Family,7548,7,6,6,1,2,Patio,Brick,Brick,"3706 Waterford Mill Rd, Bowie, MD 20721",Waterford Mill Rd,Bowie,MD 20721,2014,113,850000,https://www.zillow.com/homedetails/3706-Waterford-Mill-Rd-Bowie-MD-20721/71805965_zpid/,19-Mar
2238,Forced air,Central,None,Hardwood,Tile,Colonial,Aluminum Siding,Aluminum Siding,No Data,3924,Condo,1900,3,3,2,1,0,None,No Data,No Data,"4757 River Valley Way UNIT 57, Bowie, MD 20720",River Valley Way,Bowie,MD 20720,1988,124,234990,https://www.zillow.com/homedetails/4757-River-Valley-Way-UNIT-57-Bowie-MD-20720/37473020_zpid/,19-Mar
2239,Forced air,Central,None,No Data,No Data,Colonial,Brick,Brick,No Data,5196,Townhouse,2760,3,3,2,1,0,None,No Data,No Data,"5209 Maries Retreat Dr # 110, Bowie, MD 20720",Maries Retreat Dr,Bowie,MD 20720,2005,121,334000,https://www.zillow.com/homedetails/5209-Maries-Retreat-Dr-110-Bowie-MD-20720/67219992_zpid/,19-Mar
2240,Forced air,Central,Partially finished,Hardwood,Hardwood,No Data,Brick,Combination,Shake/Shingle,2879,Condo,2700,4,3,3,1,2,Patio,Other,Other,"3314 Spriggs Request Way, Bowie, MD 20721",Spriggs Request Way,Bowie,MD 20721,1998,142,384000,https://www.zillow.com/homedetails/3314-Spriggs-Request-Way-Bowie-MD-20721/37409745_zpid/,19-Mar
2241,Heat pump,Central,None,Carpet,Linoleum / Vinyl,Colonial,Brick,Aluminum Siding,No Data,4255,Condo,1675,3,2,2,1,0,None,Brick,Vinyl,"4705 Ridgeline Ter UNIT 287, Bowie, MD 20720",Ridgeline Ter,Bowie,MD 20720,1991,140,235000,https://www.zillow.com/homedetails/4705-Ridgeline-Ter-UNIT-287-Bowie-MD-20720/37473121_zpid/,19-Mar
2242,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,1742,Townhouse,2020,3,2,2,1,2,Water,Brick,Brick,"10404 Vista Gardens Dr, Bowie, MD 20720",Vista Gardens Dr,Bowie,MD 20720,2000,136,275000,https://www.zillow.com/homedetails/10404-Vista-Gardens-Dr-Bowie-MD-20720/37490823_zpid/,19-Feb
2243,Forced air,Central,None,No Data,No Data,Contemporary,Vinyl Siding,Wood Siding,No Data,3895,Condo,1298,2,2,2,0,0,Patio,Vinyl,Wood,"11228 Raging Brook Dr UNIT 217, Bowie, MD 20720",Raging Brook Dr,Bowie,MD 20720,1990,155,201000,https://www.zillow.com/homedetails/11228-Raging-Brook-Dr-UNIT-217-Bowie-MD-20720/37473076_zpid/,19-Feb
2244,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Brick Front,Shake/Shingle,8947,Single Family,3640,4,5,3,1,2,Patio,Other,Other,"4705 Cimmaron Greenfields Dr, Bowie, MD 20720",Cimmaron Greenfields Dr,Bowie,MD 20720,2012,129,470000,https://www.zillow.com/homedetails/4705-Cimmaron-Greenfields-Dr-Bowie-MD-20720/67219716_zpid/,19-Feb
2245,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Combination,Shake/Shingle,22215.6,Single Family,3110,4,4,3,1,2,Patio,Other,Other,"4005 Clairton Dr, Mitchellville, MD 20721",Clairton Dr,Mitchellville,MD 20721,2002,138,430000,https://www.zillow.com/homedetails/4005-Clairton-Dr-Mitchellville-MD-20721/54467997_zpid/,19-Feb
2246,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Brick Front,Shake/Shingle,16988.4,Single Family,4102,4,6,4,0,3,Patio,Other,Other,"12804 Greenes Promise Ct, Bowie, MD 20720",Greenes Promise Ct,Bowie,MD 20720,2005,109,448000,https://www.zillow.com/homedetails/12804-Greenes-Promise-Ct-Bowie-MD-20720/64525374_zpid/,19-Feb
2247,Forced air,Other,None,Hardwood,Hardwood,Colonial,No Data,No Data,Other,34848,Townhouse,2400,2,3,2,0,3,None,Brick,Brick,"5210 Maries Retreat Dr UNIT 131, Bowie, MD 20720",Maries Retreat Dr,Bowie,MD 20720,2005,142,340500,https://www.zillow.com/homedetails/5210-Maries-Retreat-Dr-UNIT-131-Bowie-MD-20720/67216771_zpid/,19-Feb
2248,Forced air,Other,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Shake/Shingle,2112,Townhouse,1516,3,4,3,0,2,Water,Cement concrete,Vinyl,"4432 Stockbridge Ct, Bowie, MD 20720",Stockbridge Ct,Bowie,MD 20720,1982,112,170500,https://www.zillow.com/homedetails/4432-Stockbridge-Ct-Bowie-MD-20720/37480917_zpid/,19-Feb
2249,Other,None,Partially finished,No Data,No Data,No Data,Other,Other,Shake/Shingle,9983,Single Family,1872,3,4,2,1,2,Patio,Other,Other,"10801 Maiden Dr, Bowie, MD 20720",Maiden Dr,Bowie,MD 20720,1978,144,270000,https://www.zillow.com/homedetails/10801-Maiden-Dr-Bowie-MD-20720/37477109_zpid/,19-Feb
